Mat,Array,Bank,Chip,Rank,Valid_bits,Taken
3,62,0,0,0,0,False
4,62,0,0,0,0,False
5,62,0,0,0,0,False
6,62,0,0,0,0,False
7,62,0,0,0,0,False
8,62,0,0,0,0,False
9,62,0,0,0,0,False
10,62,0,0,0,0,False
11,62,0,0,0,0,False
12,62,0,0,0,0,False
13,62,0,0,0,0,False
14,62,0,0,0,0,False
15,62,0,0,0,0,False
0,63,0,0,0,0,False
1,63,0,0,0,0,False
2,63,0,0,0,0,False
3,63,0,0,0,0,False
4,63,0,0,0,0,False
5,63,0,0,0,0,False
6,63,0,0,0,0,False
7,63,0,0,0,0,False
8,63,0,0,0,0,False
9,63,0,0,0,0,False
10,63,0,0,0,0,False
11,63,0,0,0,0,False
12,63,0,0,0,0,False
13,63,0,0,0,0,False
14,63,0,0,0,0,False
15,63,0,0,0,0,False
0,0,1,0,0,0,False
1,0,1,0,0,0,False
2,0,1,0,0,0,False
3,0,1,0,0,0,False
4,0,1,0,0,0,False
5,0,1,0,0,0,False
6,0,1,0,0,0,False
7,0,1,0,0,0,False
8,0,1,0,0,0,False
9,0,1,0,0,0,False
10,0,1,0,0,0,False
11,0,1,0,0,0,False
12,0,1,0,0,0,False
13,0,1,0,0,0,False
14,0,1,0,0,0,False
15,0,1,0,0,0,False
0,1,1,0,0,0,False
1,1,1,0,0,0,False
2,1,1,0,0,0,False
3,1,1,0,0,0,False
4,1,1,0,0,0,False
5,1,1,0,0,0,False
6,1,1,0,0,0,False
7,1,1,0,0,0,False
8,1,1,0,0,0,False
9,1,1,0,0,0,False
10,1,1,0,0,0,False
11,1,1,0,0,0,False
12,1,1,0,0,0,False
13,1,1,0,0,0,False
14,1,1,0,0,0,False
15,1,1,0,0,0,False
0,2,1,0,0,0,False
1,2,1,0,0,0,False
2,2,1,0,0,0,False
3,2,1,0,0,0,False
4,2,1,0,0,0,False
5,2,1,0,0,0,False
6,2,1,0,0,0,False
7,2,1,0,0,0,False
8,2,1,0,0,0,False
9,2,1,0,0,0,False
10,2,1,0,0,0,False
11,2,1,0,0,0,False
12,2,1,0,0,0,False
13,2,1,0,0,0,False
14,2,1,0,0,0,False
15,2,1,0,0,0,False
0,3,1,0,0,0,False
1,3,1,0,0,0,False
2,3,1,0,0,0,False
3,3,1,0,0,0,False
4,3,1,0,0,0,False
5,3,1,0,0,0,False
6,3,1,0,0,0,False
7,3,1,0,0,0,False
8,3,1,0,0,0,False
9,3,1,0,0,0,False
10,3,1,0,0,0,False
11,3,1,0,0,0,False
12,3,1,0,0,0,False
13,3,1,0,0,0,False
14,3,1,0,0,0,False
15,3,1,0,0,0,False
0,4,1,0,0,0,False
1,4,1,0,0,0,False
2,4,1,0,0,0,False
3,4,1,0,0,0,False
4,4,1,0,0,0,False
5,4,1,0,0,0,False
6,4,1,0,0,0,False
7,4,1,0,0,0,False
8,4,1,0,0,0,False
9,4,1,0,0,0,False
10,4,1,0,0,0,False
11,4,1,0,0,0,False
12,4,1,0,0,0,False
13,4,1,0,0,0,False
14,4,1,0,0,0,False
15,4,1,0,0,0,False
0,5,1,0,0,0,False
1,5,1,0,0,0,False
2,5,1,0,0,0,False
3,5,1,0,0,0,False
4,5,1,0,0,0,False
5,5,1,0,0,0,False
6,5,1,0,0,0,False
7,5,1,0,0,0,False
8,5,1,0,0,0,False
9,5,1,0,0,0,False
10,5,1,0,0,0,False
11,5,1,0,0,0,False
12,5,1,0,0,0,False
13,5,1,0,0,0,False
14,5,1,0,0,0,False
15,5,1,0,0,0,False
0,6,1,0,0,0,False
1,6,1,0,0,0,False
2,6,1,0,0,0,False
3,6,1,0,0,0,False
4,6,1,0,0,0,False
5,6,1,0,0,0,False
6,6,1,0,0,0,False
7,6,1,0,0,0,False
8,6,1,0,0,0,False
9,6,1,0,0,0,False
10,6,1,0,0,0,False
11,6,1,0,0,0,False
12,6,1,0,0,0,False
13,6,1,0,0,0,False
14,6,1,0,0,0,False
15,6,1,0,0,0,False
0,7,1,0,0,0,False
1,7,1,0,0,0,False
2,7,1,0,0,0,False
3,7,1,0,0,0,False
4,7,1,0,0,0,False
5,7,1,0,0,0,False
6,7,1,0,0,0,False
7,7,1,0,0,0,False
8,7,1,0,0,0,False
9,7,1,0,0,0,False
10,7,1,0,0,0,False
11,7,1,0,0,0,False
12,7,1,0,0,0,False
13,7,1,0,0,0,False
14,7,1,0,0,0,False
15,7,1,0,0,0,False
0,8,1,0,0,0,False
1,8,1,0,0,0,False
2,8,1,0,0,0,False
3,8,1,0,0,0,False
4,8,1,0,0,0,False
5,8,1,0,0,0,False
6,8,1,0,0,0,False
7,8,1,0,0,0,False
8,8,1,0,0,0,False
9,8,1,0,0,0,False
10,8,1,0,0,0,False
11,8,1,0,0,0,False
12,8,1,0,0,0,False
13,8,1,0,0,0,False
14,8,1,0,0,0,False
15,8,1,0,0,0,False
0,9,1,0,0,0,False
1,9,1,0,0,0,False
2,9,1,0,0,0,False
3,9,1,0,0,0,False
4,9,1,0,0,0,False
5,9,1,0,0,0,False
6,9,1,0,0,0,False
7,9,1,0,0,0,False
8,9,1,0,0,0,False
9,9,1,0,0,0,False
10,9,1,0,0,0,False
11,9,1,0,0,0,False
12,9,1,0,0,0,False
13,9,1,0,0,0,False
14,9,1,0,0,0,False
15,9,1,0,0,0,False
0,10,1,0,0,0,False
1,10,1,0,0,0,False
2,10,1,0,0,0,False
3,10,1,0,0,0,False
4,10,1,0,0,0,False
5,10,1,0,0,0,False
6,10,1,0,0,0,False
7,10,1,0,0,0,False
8,10,1,0,0,0,False
9,10,1,0,0,0,False
10,10,1,0,0,0,False
11,10,1,0,0,0,False
12,10,1,0,0,0,False
13,10,1,0,0,0,False
14,10,1,0,0,0,False
15,10,1,0,0,0,False
0,11,1,0,0,0,False
1,11,1,0,0,0,False
2,11,1,0,0,0,False
3,11,1,0,0,0,False
4,11,1,0,0,0,False
5,11,1,0,0,0,False
6,11,1,0,0,0,False
7,11,1,0,0,0,False
8,11,1,0,0,0,False
9,11,1,0,0,0,False
10,11,1,0,0,0,False
11,11,1,0,0,0,False
12,11,1,0,0,0,False
13,11,1,0,0,0,False
14,11,1,0,0,0,False
15,11,1,0,0,0,False
0,12,1,0,0,0,False
1,12,1,0,0,0,False
2,12,1,0,0,0,False
3,12,1,0,0,0,False
4,12,1,0,0,0,False
5,12,1,0,0,0,False
6,12,1,0,0,0,False
7,12,1,0,0,0,False
8,12,1,0,0,0,False
9,12,1,0,0,0,False
10,12,1,0,0,0,False
11,12,1,0,0,0,False
12,12,1,0,0,0,False
13,12,1,0,0,0,False
14,12,1,0,0,0,False
15,12,1,0,0,0,False
0,13,1,0,0,0,False
1,13,1,0,0,0,False
2,13,1,0,0,0,False
3,13,1,0,0,0,False
4,13,1,0,0,0,False
5,13,1,0,0,0,False
6,13,1,0,0,0,False
7,13,1,0,0,0,False
8,13,1,0,0,0,False
9,13,1,0,0,0,False
10,13,1,0,0,0,False
11,13,1,0,0,0,False
12,13,1,0,0,0,False
13,13,1,0,0,0,False
14,13,1,0,0,0,False
15,13,1,0,0,0,False
0,14,1,0,0,0,False
1,14,1,0,0,0,False
2,14,1,0,0,0,False
3,14,1,0,0,0,False
4,14,1,0,0,0,False
5,14,1,0,0,0,False
6,14,1,0,0,0,False
7,14,1,0,0,0,False
8,14,1,0,0,0,False
9,14,1,0,0,0,False
10,14,1,0,0,0,False
11,14,1,0,0,0,False
12,14,1,0,0,0,False
13,14,1,0,0,0,False
14,14,1,0,0,0,False
15,14,1,0,0,0,False
0,15,1,0,0,0,False
1,15,1,0,0,0,False
2,15,1,0,0,0,False
3,15,1,0,0,0,False
4,15,1,0,0,0,False
5,15,1,0,0,0,False
6,15,1,0,0,0,False
7,15,1,0,0,0,False
8,15,1,0,0,0,False
9,15,1,0,0,0,False
10,15,1,0,0,0,False
11,15,1,0,0,0,False
12,15,1,0,0,0,False
13,15,1,0,0,0,False
14,15,1,0,0,0,False
15,15,1,0,0,0,False
0,16,1,0,0,0,False
1,16,1,0,0,0,False
2,16,1,0,0,0,False
3,16,1,0,0,0,False
4,16,1,0,0,0,False
5,16,1,0,0,0,False
6,16,1,0,0,0,False
7,16,1,0,0,0,False
8,16,1,0,0,0,False
9,16,1,0,0,0,False
10,16,1,0,0,0,False
11,16,1,0,0,0,False
12,16,1,0,0,0,False
13,16,1,0,0,0,False
14,16,1,0,0,0,False
15,16,1,0,0,0,False
0,17,1,0,0,0,False
1,17,1,0,0,0,False
2,17,1,0,0,0,False
3,17,1,0,0,0,False
4,17,1,0,0,0,False
5,17,1,0,0,0,False
6,17,1,0,0,0,False
7,17,1,0,0,0,False
8,17,1,0,0,0,False
9,17,1,0,0,0,False
10,17,1,0,0,0,False
11,17,1,0,0,0,False
12,17,1,0,0,0,False
13,17,1,0,0,0,False
14,17,1,0,0,0,False
15,17,1,0,0,0,False
0,18,1,0,0,0,False
1,18,1,0,0,0,False
2,18,1,0,0,0,False
3,18,1,0,0,0,False
4,18,1,0,0,0,False
5,18,1,0,0,0,False
6,18,1,0,0,0,False
7,18,1,0,0,0,False
8,18,1,0,0,0,False
9,18,1,0,0,0,False
10,18,1,0,0,0,False
11,18,1,0,0,0,False
12,18,1,0,0,0,False
13,18,1,0,0,0,False
14,18,1,0,0,0,False
15,18,1,0,0,0,False
0,19,1,0,0,0,False
1,19,1,0,0,0,False
2,19,1,0,0,0,False
3,19,1,0,0,0,False
4,19,1,0,0,0,False
5,19,1,0,0,0,False
6,19,1,0,0,0,False
7,19,1,0,0,0,False
8,19,1,0,0,0,False
9,19,1,0,0,0,False
10,19,1,0,0,0,False
11,19,1,0,0,0,False
12,19,1,0,0,0,False
13,19,1,0,0,0,False
14,19,1,0,0,0,False
15,19,1,0,0,0,False
0,20,1,0,0,0,False
1,20,1,0,0,0,False
2,20,1,0,0,0,False
3,20,1,0,0,0,False
4,20,1,0,0,0,False
5,20,1,0,0,0,False
6,20,1,0,0,0,False
7,20,1,0,0,0,False
8,20,1,0,0,0,False
9,20,1,0,0,0,False
10,20,1,0,0,0,False
11,20,1,0,0,0,False
12,20,1,0,0,0,False
13,20,1,0,0,0,False
14,20,1,0,0,0,False
15,20,1,0,0,0,False
0,21,1,0,0,0,False
1,21,1,0,0,0,False
2,21,1,0,0,0,False
3,21,1,0,0,0,False
4,21,1,0,0,0,False
5,21,1,0,0,0,False
6,21,1,0,0,0,False
7,21,1,0,0,0,False
8,21,1,0,0,0,False
9,21,1,0,0,0,False
10,21,1,0,0,0,False
11,21,1,0,0,0,False
12,21,1,0,0,0,False
13,21,1,0,0,0,False
14,21,1,0,0,0,False
15,21,1,0,0,0,False
0,22,1,0,0,0,False
1,22,1,0,0,0,False
2,22,1,0,0,0,False
3,22,1,0,0,0,False
4,22,1,0,0,0,False
5,22,1,0,0,0,False
6,22,1,0,0,0,False
7,22,1,0,0,0,False
8,22,1,0,0,0,False
9,22,1,0,0,0,False
10,22,1,0,0,0,False
11,22,1,0,0,0,False
12,22,1,0,0,0,False
13,22,1,0,0,0,False
14,22,1,0,0,0,False
15,22,1,0,0,0,False
0,23,1,0,0,0,False
1,23,1,0,0,0,False
2,23,1,0,0,0,False
3,23,1,0,0,0,False
4,23,1,0,0,0,False
5,23,1,0,0,0,False
6,23,1,0,0,0,False
7,23,1,0,0,0,False
8,23,1,0,0,0,False
9,23,1,0,0,0,False
10,23,1,0,0,0,False
11,23,1,0,0,0,False
12,23,1,0,0,0,False
13,23,1,0,0,0,False
14,23,1,0,0,0,False
15,23,1,0,0,0,False
0,24,1,0,0,0,False
1,24,1,0,0,0,False
2,24,1,0,0,0,False
3,24,1,0,0,0,False
4,24,1,0,0,0,False
5,24,1,0,0,0,False
6,24,1,0,0,0,False
7,24,1,0,0,0,False
8,24,1,0,0,0,False
9,24,1,0,0,0,False
10,24,1,0,0,0,False
11,24,1,0,0,0,False
12,24,1,0,0,0,False
13,24,1,0,0,0,False
14,24,1,0,0,0,False
15,24,1,0,0,0,False
0,25,1,0,0,0,False
1,25,1,0,0,0,False
2,25,1,0,0,0,False
3,25,1,0,0,0,False
4,25,1,0,0,0,False
5,25,1,0,0,0,False
6,25,1,0,0,0,False
7,25,1,0,0,0,False
8,25,1,0,0,0,False
9,25,1,0,0,0,False
10,25,1,0,0,0,False
11,25,1,0,0,0,False
12,25,1,0,0,0,False
13,25,1,0,0,0,False
14,25,1,0,0,0,False
15,25,1,0,0,0,False
0,26,1,0,0,0,False
1,26,1,0,0,0,False
2,26,1,0,0,0,False
3,26,1,0,0,0,False
4,26,1,0,0,0,False
5,26,1,0,0,0,False
6,26,1,0,0,0,False
7,26,1,0,0,0,False
8,26,1,0,0,0,False
9,26,1,0,0,0,False
10,26,1,0,0,0,False
11,26,1,0,0,0,False
12,26,1,0,0,0,False
13,26,1,0,0,0,False
14,26,1,0,0,0,False
15,26,1,0,0,0,False
0,27,1,0,0,0,False
1,27,1,0,0,0,False
2,27,1,0,0,0,False
3,27,1,0,0,0,False
4,27,1,0,0,0,False
5,27,1,0,0,0,False
6,27,1,0,0,0,False
7,27,1,0,0,0,False
8,27,1,0,0,0,False
9,27,1,0,0,0,False
10,27,1,0,0,0,False
11,27,1,0,0,0,False
12,27,1,0,0,0,False
13,27,1,0,0,0,False
14,27,1,0,0,0,False
15,27,1,0,0,0,False
0,28,1,0,0,0,False
1,28,1,0,0,0,False
2,28,1,0,0,0,False
3,28,1,0,0,0,False
4,28,1,0,0,0,False
5,28,1,0,0,0,False
6,28,1,0,0,0,False
7,28,1,0,0,0,False
8,28,1,0,0,0,False
9,28,1,0,0,0,False
10,28,1,0,0,0,False
11,28,1,0,0,0,False
12,28,1,0,0,0,False
13,28,1,0,0,0,False
14,28,1,0,0,0,False
15,28,1,0,0,0,False
0,29,1,0,0,0,False
1,29,1,0,0,0,False
2,29,1,0,0,0,False
3,29,1,0,0,0,False
4,29,1,0,0,0,False
5,29,1,0,0,0,False
6,29,1,0,0,0,False
7,29,1,0,0,0,False
8,29,1,0,0,0,False
9,29,1,0,0,0,False
10,29,1,0,0,0,False
11,29,1,0,0,0,False
12,29,1,0,0,0,False
13,29,1,0,0,0,False
14,29,1,0,0,0,False
15,29,1,0,0,0,False
0,30,1,0,0,0,False
1,30,1,0,0,0,False
2,30,1,0,0,0,False
3,30,1,0,0,0,False
4,30,1,0,0,0,False
5,30,1,0,0,0,False
6,30,1,0,0,0,False
7,30,1,0,0,0,False
8,30,1,0,0,0,False
9,30,1,0,0,0,False
10,30,1,0,0,0,False
11,30,1,0,0,0,False
12,30,1,0,0,0,False
13,30,1,0,0,0,False
14,30,1,0,0,0,False
15,30,1,0,0,0,False
0,31,1,0,0,0,False
1,31,1,0,0,0,False
2,31,1,0,0,0,False
3,31,1,0,0,0,False
4,31,1,0,0,0,False
5,31,1,0,0,0,False
6,31,1,0,0,0,False
7,31,1,0,0,0,False
8,31,1,0,0,0,False
9,31,1,0,0,0,False
10,31,1,0,0,0,False
11,31,1,0,0,0,False
12,31,1,0,0,0,False
13,31,1,0,0,0,False
14,31,1,0,0,0,False
15,31,1,0,0,0,False
0,32,1,0,0,0,False
1,32,1,0,0,0,False
2,32,1,0,0,0,False
3,32,1,0,0,0,False
4,32,1,0,0,0,False
5,32,1,0,0,0,False
6,32,1,0,0,0,False
7,32,1,0,0,0,False
8,32,1,0,0,0,False
9,32,1,0,0,0,False
10,32,1,0,0,0,False
11,32,1,0,0,0,False
12,32,1,0,0,0,False
13,32,1,0,0,0,False
14,32,1,0,0,0,False
15,32,1,0,0,0,False
0,33,1,0,0,0,False
1,33,1,0,0,0,False
2,33,1,0,0,0,False
3,33,1,0,0,0,False
4,33,1,0,0,0,False
5,33,1,0,0,0,False
6,33,1,0,0,0,False
7,33,1,0,0,0,False
8,33,1,0,0,0,False
9,33,1,0,0,0,False
10,33,1,0,0,0,False
11,33,1,0,0,0,False
12,33,1,0,0,0,False
13,33,1,0,0,0,False
14,33,1,0,0,0,False
15,33,1,0,0,0,False
0,34,1,0,0,0,False
1,34,1,0,0,0,False
2,34,1,0,0,0,False
3,34,1,0,0,0,False
4,34,1,0,0,0,False
5,34,1,0,0,0,False
6,34,1,0,0,0,False
7,34,1,0,0,0,False
8,34,1,0,0,0,False
9,34,1,0,0,0,False
10,34,1,0,0,0,False
11,34,1,0,0,0,False
12,34,1,0,0,0,False
13,34,1,0,0,0,False
14,34,1,0,0,0,False
15,34,1,0,0,0,False
0,35,1,0,0,0,False
1,35,1,0,0,0,False
2,35,1,0,0,0,False
3,35,1,0,0,0,False
4,35,1,0,0,0,False
5,35,1,0,0,0,False
6,35,1,0,0,0,False
7,35,1,0,0,0,False
8,35,1,0,0,0,False
9,35,1,0,0,0,False
10,35,1,0,0,0,False
11,35,1,0,0,0,False
12,35,1,0,0,0,False
13,35,1,0,0,0,False
14,35,1,0,0,0,False
15,35,1,0,0,0,False
0,36,1,0,0,0,False
1,36,1,0,0,0,False
2,36,1,0,0,0,False
3,36,1,0,0,0,False
4,36,1,0,0,0,False
5,36,1,0,0,0,False
6,36,1,0,0,0,False
7,36,1,0,0,0,False
8,36,1,0,0,0,False
9,36,1,0,0,0,False
10,36,1,0,0,0,False
11,36,1,0,0,0,False
12,36,1,0,0,0,False
13,36,1,0,0,0,False
14,36,1,0,0,0,False
15,36,1,0,0,0,False
0,37,1,0,0,0,False
1,37,1,0,0,0,False
2,37,1,0,0,0,False
3,37,1,0,0,0,False
4,37,1,0,0,0,False
5,37,1,0,0,0,False
6,37,1,0,0,0,False
7,37,1,0,0,0,False
8,37,1,0,0,0,False
9,37,1,0,0,0,False
10,37,1,0,0,0,False
11,37,1,0,0,0,False
12,37,1,0,0,0,False
13,37,1,0,0,0,False
14,37,1,0,0,0,False
15,37,1,0,0,0,False
0,38,1,0,0,0,False
1,38,1,0,0,0,False
2,38,1,0,0,0,False
3,38,1,0,0,0,False
4,38,1,0,0,0,False
5,38,1,0,0,0,False
6,38,1,0,0,0,False
7,38,1,0,0,0,False
8,38,1,0,0,0,False
9,38,1,0,0,0,False
10,38,1,0,0,0,False
11,38,1,0,0,0,False
12,38,1,0,0,0,False
13,38,1,0,0,0,False
14,38,1,0,0,0,False
15,38,1,0,0,0,False
0,39,1,0,0,0,False
1,39,1,0,0,0,False
2,39,1,0,0,0,False
3,39,1,0,0,0,False
4,39,1,0,0,0,False
5,39,1,0,0,0,False
6,39,1,0,0,0,False
7,39,1,0,0,0,False
8,39,1,0,0,0,False
9,39,1,0,0,0,False
10,39,1,0,0,0,False
11,39,1,0,0,0,False
12,39,1,0,0,0,False
13,39,1,0,0,0,False
14,39,1,0,0,0,False
15,39,1,0,0,0,False
0,40,1,0,0,0,False
1,40,1,0,0,0,False
2,40,1,0,0,0,False
3,40,1,0,0,0,False
4,40,1,0,0,0,False
5,40,1,0,0,0,False
6,40,1,0,0,0,False
7,40,1,0,0,0,False
8,40,1,0,0,0,False
9,40,1,0,0,0,False
10,40,1,0,0,0,False
11,40,1,0,0,0,False
12,40,1,0,0,0,False
13,40,1,0,0,0,False
14,40,1,0,0,0,False
15,40,1,0,0,0,False
0,41,1,0,0,0,False
1,41,1,0,0,0,False
2,41,1,0,0,0,False
3,41,1,0,0,0,False
4,41,1,0,0,0,False
5,41,1,0,0,0,False
6,41,1,0,0,0,False
7,41,1,0,0,0,False
8,41,1,0,0,0,False
9,41,1,0,0,0,False
10,41,1,0,0,0,False
11,41,1,0,0,0,False
12,41,1,0,0,0,False
13,41,1,0,0,0,False
14,41,1,0,0,0,False
15,41,1,0,0,0,False
0,42,1,0,0,0,False
1,42,1,0,0,0,False
2,42,1,0,0,0,False
3,42,1,0,0,0,False
4,42,1,0,0,0,False
5,42,1,0,0,0,False
6,42,1,0,0,0,False
7,42,1,0,0,0,False
8,42,1,0,0,0,False
9,42,1,0,0,0,False
10,42,1,0,0,0,False
11,42,1,0,0,0,False
12,42,1,0,0,0,False
13,42,1,0,0,0,False
14,42,1,0,0,0,False
15,42,1,0,0,0,False
0,43,1,0,0,0,False
1,43,1,0,0,0,False
2,43,1,0,0,0,False
3,43,1,0,0,0,False
4,43,1,0,0,0,False
5,43,1,0,0,0,False
6,43,1,0,0,0,False
7,43,1,0,0,0,False
8,43,1,0,0,0,False
9,43,1,0,0,0,False
10,43,1,0,0,0,False
11,43,1,0,0,0,False
12,43,1,0,0,0,False
13,43,1,0,0,0,False
14,43,1,0,0,0,False
15,43,1,0,0,0,False
0,44,1,0,0,0,False
1,44,1,0,0,0,False
2,44,1,0,0,0,False
3,44,1,0,0,0,False
4,44,1,0,0,0,False
5,44,1,0,0,0,False
6,44,1,0,0,0,False
7,44,1,0,0,0,False
8,44,1,0,0,0,False
9,44,1,0,0,0,False
10,44,1,0,0,0,False
11,44,1,0,0,0,False
12,44,1,0,0,0,False
13,44,1,0,0,0,False
14,44,1,0,0,0,False
15,44,1,0,0,0,False
0,45,1,0,0,0,False
1,45,1,0,0,0,False
2,45,1,0,0,0,False
3,45,1,0,0,0,False
4,45,1,0,0,0,False
5,45,1,0,0,0,False
6,45,1,0,0,0,False
7,45,1,0,0,0,False
8,45,1,0,0,0,False
9,45,1,0,0,0,False
10,45,1,0,0,0,False
11,45,1,0,0,0,False
12,45,1,0,0,0,False
13,45,1,0,0,0,False
14,45,1,0,0,0,False
15,45,1,0,0,0,False
0,46,1,0,0,0,False
1,46,1,0,0,0,False
2,46,1,0,0,0,False
3,46,1,0,0,0,False
4,46,1,0,0,0,False
5,46,1,0,0,0,False
6,46,1,0,0,0,False
7,46,1,0,0,0,False
8,46,1,0,0,0,False
9,46,1,0,0,0,False
10,46,1,0,0,0,False
11,46,1,0,0,0,False
12,46,1,0,0,0,False
13,46,1,0,0,0,False
14,46,1,0,0,0,False
15,46,1,0,0,0,False
0,47,1,0,0,0,False
1,47,1,0,0,0,False
2,47,1,0,0,0,False
3,47,1,0,0,0,False
4,47,1,0,0,0,False
5,47,1,0,0,0,False
6,47,1,0,0,0,False
7,47,1,0,0,0,False
8,47,1,0,0,0,False
9,47,1,0,0,0,False
10,47,1,0,0,0,False
11,47,1,0,0,0,False
12,47,1,0,0,0,False
13,47,1,0,0,0,False
14,47,1,0,0,0,False
15,47,1,0,0,0,False
0,48,1,0,0,0,False
1,48,1,0,0,0,False
2,48,1,0,0,0,False
3,48,1,0,0,0,False
4,48,1,0,0,0,False
5,48,1,0,0,0,False
6,48,1,0,0,0,False
7,48,1,0,0,0,False
8,48,1,0,0,0,False
9,48,1,0,0,0,False
10,48,1,0,0,0,False
11,48,1,0,0,0,False
12,48,1,0,0,0,False
13,48,1,0,0,0,False
14,48,1,0,0,0,False
15,48,1,0,0,0,False
0,49,1,0,0,0,False
1,49,1,0,0,0,False
2,49,1,0,0,0,False
3,49,1,0,0,0,False
4,49,1,0,0,0,False
5,49,1,0,0,0,False
6,49,1,0,0,0,False
7,49,1,0,0,0,False
8,49,1,0,0,0,False
9,49,1,0,0,0,False
10,49,1,0,0,0,False
11,49,1,0,0,0,False
12,49,1,0,0,0,False
13,49,1,0,0,0,False
14,49,1,0,0,0,False
15,49,1,0,0,0,False
0,50,1,0,0,0,False
1,50,1,0,0,0,False
2,50,1,0,0,0,False
3,50,1,0,0,0,False
4,50,1,0,0,0,False
5,50,1,0,0,0,False
6,50,1,0,0,0,False
7,50,1,0,0,0,False
8,50,1,0,0,0,False
9,50,1,0,0,0,False
10,50,1,0,0,0,False
11,50,1,0,0,0,False
12,50,1,0,0,0,False
13,50,1,0,0,0,False
14,50,1,0,0,0,False
15,50,1,0,0,0,False
0,51,1,0,0,0,False
1,51,1,0,0,0,False
2,51,1,0,0,0,False
3,51,1,0,0,0,False
4,51,1,0,0,0,False
5,51,1,0,0,0,False
6,51,1,0,0,0,False
7,51,1,0,0,0,False
8,51,1,0,0,0,False
9,51,1,0,0,0,False
10,51,1,0,0,0,False
11,51,1,0,0,0,False
12,51,1,0,0,0,False
13,51,1,0,0,0,False
14,51,1,0,0,0,False
15,51,1,0,0,0,False
0,52,1,0,0,0,False
1,52,1,0,0,0,False
2,52,1,0,0,0,False
3,52,1,0,0,0,False
4,52,1,0,0,0,False
5,52,1,0,0,0,False
6,52,1,0,0,0,False
7,52,1,0,0,0,False
8,52,1,0,0,0,False
9,52,1,0,0,0,False
10,52,1,0,0,0,False
11,52,1,0,0,0,False
12,52,1,0,0,0,False
13,52,1,0,0,0,False
14,52,1,0,0,0,False
15,52,1,0,0,0,False
0,53,1,0,0,0,False
1,53,1,0,0,0,False
2,53,1,0,0,0,False
3,53,1,0,0,0,False
4,53,1,0,0,0,False
5,53,1,0,0,0,False
6,53,1,0,0,0,False
7,53,1,0,0,0,False
8,53,1,0,0,0,False
9,53,1,0,0,0,False
10,53,1,0,0,0,False
11,53,1,0,0,0,False
12,53,1,0,0,0,False
13,53,1,0,0,0,False
14,53,1,0,0,0,False
15,53,1,0,0,0,False
0,54,1,0,0,0,False
1,54,1,0,0,0,False
2,54,1,0,0,0,False
3,54,1,0,0,0,False
4,54,1,0,0,0,False
5,54,1,0,0,0,False
6,54,1,0,0,0,False
7,54,1,0,0,0,False
8,54,1,0,0,0,False
9,54,1,0,0,0,False
10,54,1,0,0,0,False
11,54,1,0,0,0,False
12,54,1,0,0,0,False
13,54,1,0,0,0,False
14,54,1,0,0,0,False
15,54,1,0,0,0,False
0,55,1,0,0,0,False
1,55,1,0,0,0,False
2,55,1,0,0,0,False
3,55,1,0,0,0,False
4,55,1,0,0,0,False
5,55,1,0,0,0,False
6,55,1,0,0,0,False
7,55,1,0,0,0,False
8,55,1,0,0,0,False
9,55,1,0,0,0,False
10,55,1,0,0,0,False
11,55,1,0,0,0,False
12,55,1,0,0,0,False
13,55,1,0,0,0,False
14,55,1,0,0,0,False
15,55,1,0,0,0,False
0,56,1,0,0,0,False
1,56,1,0,0,0,False
2,56,1,0,0,0,False
3,56,1,0,0,0,False
4,56,1,0,0,0,False
5,56,1,0,0,0,False
6,56,1,0,0,0,False
7,56,1,0,0,0,False
8,56,1,0,0,0,False
9,56,1,0,0,0,False
10,56,1,0,0,0,False
11,56,1,0,0,0,False
12,56,1,0,0,0,False
13,56,1,0,0,0,False
14,56,1,0,0,0,False
15,56,1,0,0,0,False
0,57,1,0,0,0,False
1,57,1,0,0,0,False
2,57,1,0,0,0,False
3,57,1,0,0,0,False
4,57,1,0,0,0,False
5,57,1,0,0,0,False
6,57,1,0,0,0,False
7,57,1,0,0,0,False
8,57,1,0,0,0,False
9,57,1,0,0,0,False
10,57,1,0,0,0,False
11,57,1,0,0,0,False
12,57,1,0,0,0,False
13,57,1,0,0,0,False
14,57,1,0,0,0,False
15,57,1,0,0,0,False
0,58,1,0,0,0,False
1,58,1,0,0,0,False
2,58,1,0,0,0,False
3,58,1,0,0,0,False
4,58,1,0,0,0,False
5,58,1,0,0,0,False
6,58,1,0,0,0,False
7,58,1,0,0,0,False
8,58,1,0,0,0,False
9,58,1,0,0,0,False
10,58,1,0,0,0,False
11,58,1,0,0,0,False
12,58,1,0,0,0,False
13,58,1,0,0,0,False
14,58,1,0,0,0,False
15,58,1,0,0,0,False
0,59,1,0,0,0,False
1,59,1,0,0,0,False
2,59,1,0,0,0,False
3,59,1,0,0,0,False
4,59,1,0,0,0,False
5,59,1,0,0,0,False
6,59,1,0,0,0,False
7,59,1,0,0,0,False
8,59,1,0,0,0,False
9,59,1,0,0,0,False
10,59,1,0,0,0,False
11,59,1,0,0,0,False
12,59,1,0,0,0,False
13,59,1,0,0,0,False
14,59,1,0,0,0,False
15,59,1,0,0,0,False
0,60,1,0,0,0,False
1,60,1,0,0,0,False
2,60,1,0,0,0,False
3,60,1,0,0,0,False
4,60,1,0,0,0,False
5,60,1,0,0,0,False
6,60,1,0,0,0,False
7,60,1,0,0,0,False
